Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,9
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,20
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Indonesia,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,68
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,25
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,31
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,0.56
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,1
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,42
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ireland,52
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,79
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,35
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,51
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,0.543
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,42
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,42
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,0.619
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Israel,2
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,100
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,80
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,130
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,0.4
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,5
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,7
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,0.571
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,15
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Italy,25
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,0
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,0
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,1
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jamaica,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,33
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,4
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,31
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,36
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,0.611
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Japan,4
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,33
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,30
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,32
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,0.1
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,3
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,4
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Jordan,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,26
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,15
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,22
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,0.467
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,2
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,5
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,0.2
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,9
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,South Korea,9
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,2
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,4
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kosovo,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,4
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Kuwait,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,1
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Latvia,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Libya,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Lithuania,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,6
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,6
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,6
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Macedonia,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,9
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,6
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,6
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,0.667
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,1
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malaysia,3
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,2
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,2
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Maldives,1
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,12
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,12
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,13
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0.5
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Malta,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,96
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,46
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,59
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,0.391
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,15
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,18
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,0.611
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,35
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Mexico,45
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Morocco,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,37
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,30
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,32
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,0.1
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,6
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,6
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,0.167
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Nepal,1
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Netherlands,53
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Netherlands,38
